ALF-NOB-EDINBURG,"Alfombra Nobilis Edinburg, Poliester Rasurado (rollo; equivalente de gama 2026)",m2,380.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $369.12 ⇒ $380.50/m²",2026-09,referencia
ALF-NOB-FOUR-SEASONS,"Alfombra Nobilis Four Seasons, Poliester Trackless (rollo; equivalente de gama 2026)",m2,402.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $387.22 ⇒ $402.00/m²",2026-09,referencia
ALF-NOB-GRAND-MIRAGE,"Alfombra Nobilis Grand Mirage, Poliester Rasurado (rollo; equivalente de gama 2026)",m2,552.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $512.66 ⇒ $552.00/m²",2026-09,referencia
ALF-NOB-GRAND-NOBILITY,"Alfombra Nobilis Grand Nobility, Poliester Trackless (rollo; equivalente de gama 2026)",m2,538.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $501.02 ⇒ $538.00/m²",2026-09,referencia
ALF-NOB-GREEN-HILLS-I,"Alfombra Nobilis Green Hills I, Polipropileno Rasurado (rollo; equivalente de gama 2026)",m2,141.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $169.41 ⇒ $141.50/m²",2026-09,referencia
ALF-NOB-GREEN-HILLS-II,"Alfombra Nobilis Green Hills II, Polipropileno Rasurado (rollo; equivalente de gama 2026)",m2,197.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $215.98 ⇒ $197.00/m²",2026-09,referencia
ALF-NOB-GREEN-HILLS-III,"Alfombra Nobilis Green Hills III, Polipropileno Rasurado (rollo; equivalente de gama 2026)",m2,276.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $282.47 ⇒ $276.50/m²",2026-09,referencia
ALF-NOB-KING-S-PALACE,"Alfombra Nobilis King's Palace, Poliester Rasurado (rollo; equivalente de gama 2026)",m2,502.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $471.29 ⇒ $502.50/m²",2026-09,referencia
ALF-NOB-LEGACY-II,"Alfombra Nobilis Legacy II, Poliester Rasurado (rollo; equivalente de gama 2026)",m2,324.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $322.57 ⇒ $324.50/m²",2026-09,referencia
ALF-NOB-LEXUS-II,"Alfombra Nobilis Lexus II, Polipropileno Dibujo Varitronics (rollo; equivalente de gama 2026)",m2,174.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $196.57 ⇒ $174.00/m²",2026-09,referencia
ALF-NOB-LONDON-SQUARE,"Alfombra Nobilis London Square, Polipropileno Graphics (rollo; equivalente de gama 2026)",m2,331.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $327.73 ⇒ $331.00/m²",2026-09,referencia
ALF-NOB-MASTERPIECE-II,"Alfombra Nobilis Masterpiece II, Poliester Rasurado (rollo; equivalente de gama 2026)",m2,549.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $510.09 ⇒ $549.00/m²",2026-09,referencia
ALF-NOB-MONTCLAIR,"Alfombra Nobilis Montclair, Polipropileno Berber (rollo; equivalente de gama 2026)",m2,144.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $172.01 ⇒ $144.50/m²",2026-09,referencia
ALF-NOB-MYSTIQUE,"Alfombra Nobilis Mystique, Poliester Rasurado (rollo; equivalente de gama 2026)",m2,287.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $291.52 ⇒ $287.50/m²",2026-09,referencia
ALF-NOB-NATURAL-COLLECTION,"Alfombra Nobilis Natural Collection, Polipropileno Berber (rollo; equivalente de gama 2026)",m2,167.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $191.40 ⇒ $167.50/m²",2026-09,referencia
ALF-NOB-NAUTICA,"Alfombra Nobilis Nautica, Polipropileno Graphics (rollo; equivalente de gama 2026)",m2,149.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $175.89 ⇒ $149.00/m²",2026-09,referencia
ALF-NOB-NEVADA,"Alfombra Nobilis Nevada, Poliester Razurado (rollo; equivalente de gama 2026)",m2,140.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $168.12 ⇒ $140.00/m²",2026-09,referencia
ALF-NOB-NORTH-STAR,"Alfombra Nobilis North Star, Polipropileno Graphics (rollo; equivalente de gama 2026)",m2,146.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $173.30 ⇒ $146.00/m²",2026-09,referencia
ALF-NOB-QUEST,"Alfombra Nobilis Quest, Polipropileno Graphics (rollo; equivalente de gama 2026)",m2,127.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $157.79 ⇒ $127.50/m²",2026-09,referencia
ALF-NOB-WEMBLY-II,"Alfombra Nobilis Wembly II, Polipropileno Dibujo Varitronics (rollo; equivalente de gama 2026)",m2,172.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $195.28 ⇒ $172.50/m²",2026-09,referencia
ALF-NOB-WINDSTAR,"Alfombra Nobilis Windstar, Poliester Rasurado (rollo; equivalente de gama 2026)",m2,175.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $197.86 ⇒ $175.50/m²",2026-09,referencia
